Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3376-3277-0584-75703,2018-08-01,1533093926,Charged,trelte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",Nha Trang,KHÁNH HÒA,,VN
GPA.3366-3182-0664-62254,2018-08-01,1533094102,Charged,jadelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hochiminh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3355-1616-5335-78591,2018-08-01,1533094108,Charged,hltetmo,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,,,4009,PH
GPA.3339-9903-5754-99437,2018-08-01,1533094274,Charged,F1f,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,,,4026,PH
GPA.3346-2042-2022-81369,2018-08-01,1533094343,Charged,star2lte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,SEK,839.20,209.80,"1,049.00",,,,SE
GPA.3332-1147-1361-35311,2018-08-01,1533094363,Charged,greatlte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,CHF,28.00,0.00,28.00,Bellinzona,,6500,CH
GPA.3346-5973-1092-84845,2018-08-01,1533094502,Charged,j5lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PHP,205.00,0.00,205.00,,,,PH
GPA.3371-7598-7606-15756,2018-08-01,1533094622,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,INR,220.34,39.66,260.00,Tamil Nadu,Delhi,110003,IN
GPA.3351-6514-1793-30258,2018-08-01,1533094671,Charged,noblelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hạ Long,QUẢNG NINH,,VN
GPA.3387-5021-8536-34488,2018-08-01,1533094892,Charged,hero2qlteue,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,700000,VN
GPA.3392-0110-0824-30835,2018-08-01,1533094963,Charged,on7xeltelgt,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Cần thơ,CẦN THƠ,,VN
GPA.3320-9608-4040-94242,2018-08-01,1533095060,Charged,ASUS_X00IDC,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Ba Đình,HÀ NỘI,,VN
GPA.3397-7583-1389-50107,2018-08-01,1533095081,Charged,starlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.96,3.03,18.99,,,,DE
GPA.3388-4274-6284-76377,2018-08-01,1533095099,Charged,rolex,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,UAH,204.99,0.00,204.99,Броди,Львівська область,80600,UA
GPA.3314-5211-2824-96234,2018-08-01,1533095111,Charged,mido,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,RUB,"1,694.07",304.93,"1,999.00",Санкт-Петербург,ГОРОД САНКТ-ПЕТЕРБУРГ,192239,RU
GPA.3361-5854-5386-08850,2018-08-01,1533095131,Charged,P637F02,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PEN,3.19,0.00,3.19,Chimbote,SANTA,02800,PE
GPA.3366-2256-8631-36223,2018-08-01,1533095207,Charged,hltelgt,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,PHP,"1,550.00",0.00,"1,550.00",Angeles City,PAMPANGA,2011,PH
GPA.3378-3792-2917-93957,2018-08-01,1533095332,Charged,j7e3g,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3394-9126-8764-83812,2018-08-01,1533095432,Charged,htc_mectl,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,QAR,180.00,0.00,180.00,,,,QA
GPA.3394-9126-8764-83812,2018-08-01,1533095432,Refund,htc_mectl,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,QAR,180.00,0.00,-180.00,,,,QA
GPA.3303-4146-9409-14323,2018-08-01,1533095439,Charged,htc_mectl,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,QAR,110.00,0.00,110.00,,,,QA
GPA.3303-4146-9409-14323,2018-08-01,1533095439,Refund,htc_mectl,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,QAR,110.00,0.00,-110.00,,,,QA
GPA.3391-9131-9129-63578,2018-08-01,1533095525,Charged,G3311,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SEK,8.80,2.20,11.00,,,,SE
GPA.3332-4031-9684-20105,2018-08-01,1533095571,Charged,A16C3H,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,IDR,"13,000.00",0.00,"13,000.00",Pekalongan jawa tengah,JAWA TENGAH,,ID
GPA.3317-7747-0172-63622,2018-08-01,1533095732,Charged,a5y17ltecan,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,CAD,26.99,0.00,26.99,Sainte Marthe Sur Le Lac,QC,J0n 1p0,CA
GPA.3321-0799-6240-14277,2018-08-01,1533095840,Charged,greatlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,RUB,227.97,41.03,269.00,Норильск,Красноярский край,663340,RU
GPA.3308-8221-2732-21823,2018-08-01,1533095865,Charged,CPH1723,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hồ Chí Minh,LONG AN,700000,VN
GPA.3389-1261-8142-49710,2018-08-01,1533095977,Charged,CPH1729,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3306-5462-0487-01213,2018-08-01,1533096138,Charged,gtanotexllte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",medan,SUMATERA UTARA,21800,ID
GPA.3372-1555-2356-56556,2018-08-01,1533096163,Charged,star2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,TRY,63.55,11.44,74.99,,,57500,TR
GPA.3386-0707-1130-70199,2018-08-01,1533096166,Charged,G3116,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3312-4410-6483-21733,2018-08-01,1533096176,Charged,trelte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",Lang Son,LẠNG SƠN,123456,VN
GPA.3336-3251-5808-27765,2018-08-01,1533096877,Charged,j7e3g,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,VND,"180,000.00",0.00,"180,000.00",Lào Cai,LÀO CAI,,VN
GPA.3361-0646-7506-46549,2018-08-01,1533096904,Charged,j7e3g,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",Lào Cai,LÀO CAI,,VN
GPA.3307-1827-7549-36765,2018-08-01,1533097195,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Yuzhno Sakhalink,,693000,RU
GPA.3339-4449-4949-20307,2018-08-01,1533097244,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,ES
GPA.3326-2643-0700-17680,2018-08-01,1533097247,Charged,X9009,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",,,,VN
GPA.3313-4184-3839-63066,2018-08-01,1533097447,Charged,HWMYA-L6737,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,PEN,12.99,0.00,12.99,Trujillo,,,PE
GPA.3317-8758-9018-86770,2018-08-01,1533097476,Charged,star2qltesq,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,mulino,OR,97042,US
GPA.3373-9748-0637-95105,2018-08-01,1533097675,Charged,mido,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,SGD,12.98,0.00,12.98,,,729505,SG
GPA.3374-8816-3831-51646,2018-08-01,1533097810,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Ha Noi,HÀ NỘI,,VN
GPA.3310-4161-5935-18809,2018-08-01,1533097820,Charged,herolte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.91,0.18,1.09,,,,FR
GPA.3380-5471-9748-91698,2018-08-01,1533097828,Charged,dreamlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3355-0104-2094-47954,2018-08-01,1533097845,Charged,j7y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Mỹ Tho,TIỀN GIANG,700000,VN
GPA.3316-6311-4309-66954,2018-08-01,1533098138,Charged,ido,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,IDR,"13,000.00",0.00,"13,000.00",Klaten,JAWA TENGAH,54766,ID
GPA.3340-6338-9411-64448,2018-08-01,1533098162,Charged,X9009,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3306-5412-7337-20089,2018-08-01,1533098211,Charged,gtexslte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Tinh Binh Phuoc,BÌNH PHƯỚC,,VN
GPA.3311-5260-1483-29898,2018-08-01,1533098270,Charged,gta2slte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,VND,"2,250,000.00",0.00,"2,250,000.00",quận 1,THÀNH PHỐ HỒ CHÍ MINH,,VN
GPA.3341-9134-7486-62545,2018-08-01,1533098479,Charged,A37f,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3391-2975-4615-11949,2018-08-01,1533098518,Charged,OnePlus6,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,DKK,60.00,15.00,75.00,,,,DK
GPA.3352-1167-0513-18200,2018-08-01,1533098573,Charged,degaswifiue,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,CAD,1.39,0.00,1.39,Terrace,BC,V8G 1A4,CA
GPA.3370-2541-1671-09309,2018-08-01,1533098590,Charged,CPH1723,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3368-6033-3857-00617,2018-08-01,1533098671,Charged,ugg,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Depok,JAWA BARAT,16519,ID
GPA.3340-1537-5760-56950,2018-08-01,1533098764,Charged,hl3gds,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,QAR,14.00,0.00,14.00,,,,QA
GPA.3340-1537-5760-56950,2018-08-01,1533098764,Refund,hl3gds,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,QAR,14.00,0.00,-14.00,,,,QA
GPA.3300-6594-2508-50108,2018-08-01,1533098887,Charged,vince,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",Hải Phòng,HẢI PHÒNG,,VN
GPA.3336-1755-5295-59531,2018-08-01,1533098898,Charged,hl3gds,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,QAR,72.00,0.00,72.00,,,,QA
GPA.3336-1755-5295-59531,2018-08-01,1533098898,Refund,hl3gds,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,QAR,72.00,0.00,-72.00,,,,QA
GPA.3333-0420-3888-85655,2018-08-01,1533098940,Charged,sagit,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,TWD,31.00,2.00,33.00,,,950,TW
GPA.3382-2111-0080-75145,2018-08-01,1533099030,Charged,a3xelte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Bac Ninh,,,VN
GPA.3322-0951-7896-64587,2018-08-01,1533099063,Charged,sagit,830 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew5,TWD,238.00,12.00,250.00,,,950,TW
GPA.3337-9680-0532-78817,2018-08-01,1533099138,Charged,HWFIG-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,,,38020,TR
GPA.3317-0894-4616-01768,2018-08-01,1533099143,Charged,mido,830 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew5,TWD,238.00,12.00,250.00,,,103,TW
GPA.3334-2266-0256-21822,2018-08-01,1533099159,Charged,star2qltesq,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,USD,19.99,0.00,19.99,mulino,OR,97042,US
GPA.3359-8049-0056-96933,2018-08-01,1533099228,Charged,heroqltespr,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,IMPERIAL,MO,63052,US
GPA.3358-3646-9748-93683,2018-08-01,1533099295,Charged,sagit,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,TWD,152.00,8.00,160.00,,,950,TW
GPA.3388-9336-7736-42927,2018-08-01,1533099296,Charged,S939,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,QAR,110.00,0.00,110.00,,,,QA
GPA.3345-8552-5607-38488,2018-08-01,1533099328,Charged,j7popeltemtr,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,Kissimmee,FL,34758,US
GPA.3386-4372-3833-15307,2018-08-01,1533099424,Charged,greatlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,VND,"223,000.00",0.00,"223,000.00",,,,VN
GPA.3370-1479-4918-17331,2018-08-01,1533099475,Charged,dream2lte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.36,4.63,28.99,,,,DE
GPA.3338-3342-0229-24338,2018-08-01,1533099502,Charged,dream2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3359-1429-7874-91133,2018-08-01,1533099588,Charged,greatlte,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,TWD,905.00,45.00,950.00,,,268,TW
GPA.3309-0160-4402-67036,2018-08-01,1533099719,Charged,on5xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hà Nội,HÀ NỘI,,VN
GPA.3367-5307-3083-99545,2018-08-01,1533099738,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Phan Thiet,BÌNH THUẬN,,VN
GPA.3346-0666-6138-25980,2018-08-01,1533099760,Charged,ASUS_Z01H_1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",malang,JAWA TIMUR,65162,ID
GPA.3335-5213-1881-69525,2018-08-01,1533099766,Charged,SM-G950F,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,Sainte Rose,,97115,GP
GPA.3347-1727-2270-45194,2018-08-01,1533100020,Charged,joan,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Wilmer,AL,36587,US
GPA.3368-6828-5405-78093,2018-08-01,1533100049,Charged,athene_f,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,PEN,25.99,0.00,25.99,Callao,,,PE
GPA.3355-8377-4392-08099,2018-08-01,1533100128,Charged,ND1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MXN,19.00,0.00,19.00,Tlaxcala,TLAX,90040,MX
GPA.3387-5045-5940-73595,2018-08-01,1533100176,Charged,HWVTR,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,CLP,"2,400.00",0.00,"2,400.00",Padre Las Casas,Araucanía,,CL
GPA.3310-1337-5974-45673,2018-08-01,1533100198,Charged,HWCAM-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,PEN,25.99,0.00,25.99,Lima,LIMA,,PE
GPA.3385-3886-1130-27146,2018-08-01,1533100241,Charged,j7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SAR,3.51,0.18,3.69,جده,,,SA
GPA.3327-9090-3316-10042,2018-08-01,1533100257,Charged,HWCAM-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PEN,3.19,0.00,3.19,Lima,LIMA,,PE
GPA.3351-8370-7502-10900,2018-08-01,1533100300,Charged,F8331,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,HUF,"7,551.00","2,039.00","9,590.00",,,,HU
GPA.3389-0205-8536-75105,2018-08-01,1533100322,Charged,greatqlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,USD,3.99,0.00,3.99,UNINCORPORATED,OH,43545,US
GPA.3309-8044-0074-20714,2018-08-01,1533100331,Charged,greatqlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,USD,7.99,0.00,7.99,UNINCORPORATED,OH,43545,US
GPA.3307-7950-1956-14634,2018-08-01,1533100344,Charged,HWCAM-H,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PEN,12.99,0.00,12.99,Lima,LIMA,,PE
GPA.3320-3010-6755-26334,2018-08-01,1533100459,Charged,mido,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",Bắc Cường,LÀO CAI,,VN
GPA.3309-2686-8910-16346,2018-08-01,1533100528,Charged,a7y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PEN,3.19,0.00,3.19,Lima,,,PE
GPA.3399-2424-0096-19845,2018-08-01,1533100616,Charged,SM-G925F,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kajang,SELANGOR,43000,MY
GPA.3334-2462-4450-87848,2018-08-01,1533100717,Charged,trltevzw,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Bà Rịa,BÀ RỊA–VŨNG TÀU,,VN
GPA.3387-1464-1990-45043,2018-08-01,1533100773,Charged,j7poplteusc,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,USD,49.99,0.00,49.99,DES MOINES,IA,50315,US
GPA.3362-7792-4937-15153,2018-08-01,1533100824,Charged,heroqltespr,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,IMPERIAL,MO,63052,US
GPA.3359-8181-4043-09593,2018-08-01,1533100828,Charged,albus,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,BRL,24.99,0.00,24.99,Porto Velho,RO,76808164,BR
GPA.3385-3663-7690-81139,2018-08-01,1533100929,Charged,dreamlte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,VND,"2,250,000.00",0.00,"2,250,000.00",Ha Noi,HÀ NỘI,,VN
GPA.3353-5819-2745-07014,2018-08-01,1533100930,Charged,cheryl_ckh,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,GBP,7.07,1.42,8.49,,,,GB
GPA.3328-2537-3851-76805,2018-08-01,1533100935,Charged,dreamqltesq,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,BOYNTON BEACH,FL,33426,US
GPA.3383-4718-1412-72894,2018-08-01,1533100968,Charged,G8342,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Yên Bái,YÊN BÁI,,VN
GPA.3346-5663-9723-20264,2018-08-01,1533101039,Charged,HWMYA-L6737,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PEN,12.99,0.00,12.99,Trujillo,,,PE
GPA.3345-2259-8594-27541,2018-08-01,1533101053,Charged,a6plte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3398-5477-0633-53565,2018-08-01,1533101063,Charged,a5y17lte,830 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew5,USD,7.94,0.00,7.94,Córdoba,Córdoba,,AR
GPA.3315-6898-8173-72010,2018-08-01,1533101256,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Lapu-lapu City,CEBU,6015,PH
GPA.3333-1638-8043-29594,2018-08-01,1533101289,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SEK,8.80,2.20,11.00,,,,SE
GPA.3377-6951-2143-51375,2018-08-01,1533101338,Charged,albus,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,BRL,12.99,0.00,12.99,Porto Velho,RO,76808164,BR
GPA.3363-0028-3524-31879,2018-08-01,1533101342,Charged,F3313,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MXN,19.00,0.00,19.00,Ciudad de México,CDMX,01220,MX
GPA.3378-8143-2531-23666,2018-08-01,1533101572,Charged,grandpplte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,VND,"223,000.00",0.00,"223,000.00",Tp Hồ Chí Minh,,,VN
GPA.3394-3671-0541-69772,2018-08-01,1533101815,Charged,CPH1723,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",Bình Định,,,VN
GPA.3366-7602-8451-09518,2018-08-01,1533101983,Charged,1610,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,THB,34.00,0.00,34.00,อำเภอเมือง,สุราษฎร์ธานี,84000,TH
GPA.3363-2847-6174-77651,2018-08-01,1533102063,Charged,zeroflte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,BE
GPA.3321-4459-8399-71111,2018-08-01,1533102095,Charged,zeroflte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,23.96,5.03,28.99,,,,BE
GPA.3339-4791-7506-02256,2018-08-01,1533102130,Charged,zeroflte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,BE
GPA.3320-3112-2202-24089,2018-08-01,1533102229,Charged,HWCAM-H,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PEN,12.99,0.00,12.99,Lima,LIMA,15001,PE
GPA.3327-0421-9489-68383,2018-08-01,1533102308,Charged,ASUS_Z00M,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.19,0.70,3.89,,,,IT
GPA.3314-6924-7242-43752,2018-08-01,1533102452,Charged,HWCAM-H,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,THB,300.00,0.00,300.00,สารภี,เชียงใหม่,50140,TH
GPA.3325-7347-6861-10326,2018-08-01,1533102466,Charged,dtacPhoneT3,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,THB,34.00,0.00,34.00,เมือง,พิษณุโลก,65000,TH
GPA.3314-0881-1571-21450,2018-08-01,1533102770,Charged,HWRNE,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,PLN,67.47,15.52,82.99,,,,PL
GPA.3341-5234-6023-28450,2018-08-01,1533102778,Charged,dream2qltesq,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,UNINCORPORATED,NC,27891,US
GPA.3317-2756-3826-86068,2018-08-01,1533102909,Charged,jackpotlte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,USD,0.99,0.00,0.99,Kampong Cham,,12000,KH
GPA.3338-0420-7080-27894,2018-08-01,1533102994,Charged,on7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Yên Bái,,,VN
